trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260213,000021.SZ,深科技,U,32.29,32.29,26.42,5,128572322.0,130400,144657,128572322.0
20260213,000798.SZ,中水渔业,U,12.46,12.46,10.2,0,108226314.0,95751,95751,108226314.0
20260213,000839.SZ,国安股份,U,3.39,3.39,2.77,0,315050328.0,93000,93000,315050328.0
20260213,000859.SZ,国风新材,U,11.97,11.97,9.79,2,75787061.0,95936,103218,75787061.0
20260213,000890.SZ,法尔胜,U,6.03,6.03,4.93,0,72900589.0,111933,111933,72900589.0
20260213,001896.SZ,豫能控股,U,9.12,9.12,7.46,0,240742263.0,92500,92500,240742263.0
20260213,002009.SZ,天奇股份,U,35.64,35.64,29.16,3,53823029.0,110303,132618,53823029.0
20260213,002169.SZ,智光电气,U,15.3,15.3,12.52,0,84797190.0,102203,102203,84797190.0
20260213,002355.SZ,兴民智通,U,7.47,7.47,6.11,0,101116624.0,110409,110409,101116624.0
20260213,002498.SZ,汉缆股份,U,6.77,6.77,5.54,5,111278645.0,93109,94345,111278645.0
20260213,002510.SZ,天汽模,U,8.5,8.5,6.96,4,57394448.0,102757,103436,57394448.0
20260213,002703.SZ,浙江世宝,U,22.94,22.94,18.77,1,78786994.0,94712,101421,78786994.0
20260213,002843.SZ,泰嘉股份,U,20.85,20.85,17.06,0,81722325.0,95003,95003,81722325.0
20260213,002951.SZ,金时科技,U,19.48,19.48,15.94,5,102630380.0,93018,95430,102630380.0
20260213,300449.SZ,汉邦高科,U,9.18,9.18,6.12,1,35815035.0,93703,102951,35815035.0
20260213,300719.SZ,安达维尔,U,20.89,20.89,13.93,0,78312640.0,104306,104306,78312640.0
20260213,300812.SZ,易天股份,U,41.76,41.76,27.84,2,21681792.0,100542,101506,21681792.0
20260213,600410.SH,华胜天成,U,24.61,24.61,20.13,1,289096278.0,93814,101523,289096278.0
20260213,600629.SH,华建集团,U,21.19,21.19,17.33,0,143075536.0,95324,95324,143075536.0
20260213,600791.SH,京能置业,U,7.29,7.29,5.97,0,19205162.0,95833,95833,19205162.0
20260213,600893.SH,航发动力,U,57.17,57.17,46.77,1,191780652.0,135430,135933,191780652.0
20260213,600984.SH,建设机械,U,4.59,4.59,3.75,1,24244839.0,95045,111533,24244839.0
20260213,601777.SH,千里科技,U,11.39,11.39,9.32,1,57219829.0,111026,134938,57219829.0
20260213,601890.SH,亚星锚链,U,12.39,12.39,10.13,0,84585724.0,94411,94411,84585724.0
20260213,603163.SH,圣晖集成,U,128.99,128.99,105.53,0,98825817.0,101815,101815,98825817.0
20260213,603331.SH,百达精工,U,19.8,19.8,16.2,0,43518420.0,94546,94546,43518420.0
20260213,603466.SH,风语筑,U,11.68,11.68,9.56,6,41877098.0,93527,102515,41877098.0
20260213,603533.SH,掌阅科技,U,37.62,37.62,30.78,2,277071300.0,93050,93241,277071300.0
20260213,603960.SH,克来机电,U,27.73,27.73,22.69,4,17880997.0,102322,144022,17880997.0
20260213,605007.SH,五洲特纸,U,16.43,16.43,13.45,0,46414667.0,100214,100214,46414667.0
20260213,605033.SH,美邦股份,U,28.67,28.67,23.45,0,400355248.0,92503,92503,400355248.0
20260213,605289.SH,罗曼股份,U,89.98,89.98,73.62,2,15062652.0,105202,131708,15062652.0
